item_name,hour,day_of_week,is_weekend,is_holiday,freshness,inventory,price,temperature,is_rainy,sales_last_1h,sales_yesterday_same_hour,sales_last_week_same_hour,sales_next_hour
苹果,3,4,0,0,0.897,182.23,13.8,11.4,1,0.0,0.0,0.0,0.0
草莓,3,4,0,0,0.352,286.02,24.0,14.5,0,0.0,0.0,0.0,0.0
葡萄,3,4,0,0,0.622,256.47,23.0,11.9,1,0.0,0.0,0.0,0.0
西瓜,3,4,0,0,0.906,115.47,4.2,7.7,0,0.0,0.03,0.0,0.0
西红柿,3,4,0,0,0.781,171.23,9.0,9.7,1,0.05,0.03,0.21,0.0
香蕉,3,4,0,0,0.696,212.62,9.2,10.9,0,0.03,0.0,0.0,0.0
黄瓜,3,4,0,0,0.839,134.81,7.0,10.2,0,0.0,0.0,0.0,0.0
土豆,4,4,0,0,0.98,0.0,4.0,13.0,0,0.0,0.0,0.0,0.0
芒果,4,4,0,0,0.437,254.65,9.0,9.7,0,0.0,0.0,0.0,0.0
苹果,4,4,0,0,0.895,182.23,15.6,12.2,0,0.0,0.0,0.0,0.0
草莓,4,4,0,0,0.346,286.02,24.0,9.0,0,0.16,0.0,0.0,0.0
葡萄,4,4,0,0,0.618,256.47,14.0,12.3,0,0.0,0.0,0.0,0.0
西瓜,4,4,0,0,0.903,115.47,7.8,13.2,1,0.0,0.0,0.0,0.08
西红柿,4,4,0,0,0.779,171.23,11.7,8.0,0,0.0,0.0,0.0,0.0
香蕉,4,4,0,0,0.693,212.62,9.2,9.4,0,0.0,0.0,0.0,0.0
黄瓜,4,4,0,0,0.834,134.81,7.0,13.1,0,0.0,0.0,0.0,0.0
土豆,5,4,0,0,0.98,0.0,4.0,10.9,0,0.0,0.0,0.0,6.27
芒果,5,4,0,0,0.432,254.65,9.0,13.1,0,0.0,0.0,0.0,1.09
苹果,5,4,0,0,0.892,182.23,15.6,12.5,0,0.0,0.0,0.0,3.55
草莓,5,4,0,0,0.34,286.02,24.0,13.2,0,0.0,0.0,0.0,0.9
葡萄,5,4,0,0,0.614,256.47,26.0,14.0,0,0.0,0.0,0.0,1.33
西瓜,5,4,0,0,0.901,115.39,6.0,11.5,0,0.0,0.0,0.0,1.8
西红柿,5,4,0,0,0.774,171.23,7.65,13.8,0,0.0,0.0,0.0,3.03
香蕉,5,4,0,0,0.69,212.62,10.4,11.2,0,0.0,0.0,0.0,4.17
黄瓜,5,4,0,0,0.832,134.81,4.9,9.5,0,0.0,0.19,0.09,2.44
土豆,6,4,0,0,1.0,293.73,4.6,13.6,1,0.0,3.7,7.36,34.57
芒果,6,4,0,0,1.0,298.91,12.75,12.7,1,0.0,2.24,1.92,2.61
苹果,6,4,0,0,1.0,296.45,12.0,14.9,0,0.0,1.6,1.56,11.23
草莓,6,4,0,0,1.0,299.1,34.0,17.2,0,0.0,0.37,0.5,1.43
葡萄,6,4,0,0,1.0,298.67,20.0,15.1,0,0.0,1.29,0.53,3.96
西瓜,6,4,0,0,1.0,298.2,6.0,14.2,0,0.08,1.8,2.32,5.47
西红柿,6,4,0,0,1.0,296.97,9.0,15.3,0,0.0,3.67,2.41,8.02
香蕉,6,4,0,0,1.0,295.83,8.0,22.0,0,0.0,6.44,4.18,10.56
黄瓜,6,4,0,0,1.0,297.56,9.1,13.2,0,0.0,1.93,6.94,5.83
土豆,7,4,0,0,0.999,259.16,3.4,18.8,1,6.27,15.99,28.65,25.78
芒果,7,4,0,0,0.991,296.3,19.5,15.7,0,1.09,3.08,2.47,3.92
苹果,7,4,0,0,0.996,285.22,10.2,17.0,0,3.55,4.75,14.97,4.78
草莓,7,4,0,0,0.992,297.67,40.0,16.4,0,0.9,1.47,2.36,1.05
葡萄,7,4,0,0,0.981,294.71,20.0,19.6,0,1.33,6.42,4.2,5.14
西瓜,7,4,0,0,0.996,292.73,7.8,18.5,0,1.8,2.93,7.64,3.05
西红柿,7,4,0,0,0.993,288.95,10.35,15.9,0,3.03,17.38,9.78,8.92
香蕉,7,4,0,0,0.991,285.27,8.0,16.8,0,4.17,11.9,14.69,15.55
黄瓜,7,4,0,0,0.995,291.73,9.1,13.6,0,2.44,9.54,5.22,8.96
土豆,8,4,0,0,0.998,233.38,2.8,20.8,0,34.57,44.12,15.61,26.43
芒果,8,4,0,0,0.953,292.38,15.0,23.4,0,2.61,4.38,6.17,0.91
苹果,8,4,0,0,0.992,280.44,13.8,15.9,0,11.23,5.34,6.73,4.31
草莓,8,4,0,0,0.976,296.62,46.0,17.6,0,1.43,0.72,0.92,0.9
葡萄,8,4,0,0,0.957,289.57,14.0,21.6,0,3.96,3.13,1.66,2.58
西瓜,8,4,0,0,0.992,289.68,6.0,17.4,0,5.47,16.88,18.05,8.76
西红柿,8,4,0,0,0.983,280.03,9.0,20.2,0,8.02,10.5,7.1,8.03
香蕉,8,4,0,0,0.974,269.72,5.6,20.9,0,10.56,10.36,6.55,2.84
黄瓜,8,4,0,0,0.988,282.77,8.05,19.1,0,5.83,14.58,11.45,6.83
土豆,9,4,0,0,0.997,206.95,2.8,19.2,0,25.78,15.79,24.0,15.11
芒果,9,4,0,0,0.928,291.47,15.0,20.2,1,3.92,2.83,5.47,2.3
苹果,9,4,0,0,0.987,276.13,12.0,21.3,0,4.78,10.1,5.8,1.04
草莓,9,4,0,0,0.951,295.72,46.0,19.2,0,1.05,1.52,1.71,1.03
葡萄,9,4,0,0,0.942,286.99,20.0,18.2,0,5.14,2.04,1.87,0.47
西瓜,9,4,0,0,0.986,280.92,6.9,21.4,0,3.05,4.38,2.77,5.76
西红柿,9,4,0,0,0.972,272.0,9.0,21.7,0,8.92,4.14,4.41,2.92
香蕉,9,4,0,0,0.961,266.88,10.4,19.0,0,15.55,4.61,3.28,3.09
黄瓜,9,4,0,0,0.981,275.94,7.0,17.1,0,8.96,3.58,3.1,3.02
土豆,10,4,0,0,0.996,191.84,2.8,20.6,0,26.43,10.21,6.26,23.19
芒果,10,4,0,0,0.893,289.17,12.75,22.7,0,0.91,1.54,3.27,3.25
苹果,10,4,0,0,0.981,275.09,15.6,20.9,0,4.31,1.15,5.67,6.62
草莓,10,4,0,0,0.901,294.69,28.0,23.3,0,0.9,0.82,0.53,0.65
葡萄,10,4,0,0,0.905,286.52,20.0,26.7,1,2.58,2.35,0.38,1.45
西瓜,10,4,0,0,0.979,275.16,6.9,25.4,0,8.76,14.47,3.33,13.58
西红柿,10,4,0,0,0.958,269.08,9.0,25.0,1,8.03,2.76,6.8,5.22
香蕉,10,4,0,0,0.946,263.79,8.0,20.2,0,2.84,1.95,3.1,8.78
黄瓜,10,4,0,0,0.971,272.92,8.05,23.8,0,6.83,3.63,4.4,8.12
土豆,11,4,0,0,0.995,168.65,4.0,23.6,0,15.11,6.92,4.83,14.31
芒果,11,4,0,0,0.842,285.92,15.0,26.7,0,2.3,5.49,2.3,0.88
苹果,11,4,0,0,0.976,268.47,12.0,22.2,0,1.04,4.25,6.48,4.99
草莓,11,4,0,0,0.841,294.04,46.0,25.0,0,1.03,1.23,1.49,0.24
葡萄,11,4,0,0,0.876,285.07,23.0,23.3,0,0.47,1.02,2.27,0.86
西瓜,11,4,0,0,0.973,261.58,6.0,22.5,0,5.76,14.18,5.47,11.98
西红柿,11,4,0,0,0.946,263.86,10.35,22.7,0,2.92,8.72,7.72,7.64
香蕉,11,4,0,0,0.917,255.01,6.8,27.6,0,3.09,2.74,12.52,9.98
黄瓜,11,4,0,0,0.961,264.8,7.0,24.6,0,3.02,9.17,15.1,5.73
土豆,12,4,0,0,0.994,154.34,4.6,24.0,0,23.19,11.43,16.66,5.13
芒果,12,4,0,0,0.798,285.04,19.5,25.1,0,3.25,2.35,5.71,2.13
苹果,12,4,0,0,0.969,263.48,12.0,27.2,0,6.62,1.51,10.06,2.94
草莓,12,4,0,0,0.761,293.8,52.0,28.4,0,0.65,0.95,0.52,0.69
葡萄,12,4,0,0,0.839,284.21,20.0,27.0,1,1.45,2.0,2.24,1.3
西瓜,12,4,0,0,0.965,249.6,6.0,27.6,1,13.58,45.66,4.88,10.96
西红柿,12,4,0,0,0.931,256.22,9.0,26.4,0,5.22,7.95,4.53,2.07
香蕉,12,4,0,0,0.894,245.03,5.6,24.3,0,8.78,0.93,3.74,4.35
黄瓜,12,4,0,0,0.951,259.07,8.05,23.8,0,8.12,12.92,9.99,5.73
土豆,13,4,0,0,0.992,149.21,5.2,26.2,1,14.31,14.45,15.04,12.09
芒果,13,4,0,0,0.731,282.91,15.0,31.4,0,0.88,3.58,2.41,0.53
苹果,13,4,0,0,0.962,260.54,12.0,24.0,0,4.99,4.05,3.95,2.72
草莓,13,4,0,0,0.698,293.11,40.0,25.4,0,0.24,0.73,0.38,0.18
葡萄,13,4,0,0,0.796,282.91,20.0,29.4,0,0.86,2.56,1.66,0.72
西瓜,13,4,0,0,0.958,238.64,6.0,25.7,0,11.98,9.35,15.36,20.76
西红柿,13,4,0,0,0.916,254.15,11.7,26.6,0,7.64,7.46,4.85,7.54
香蕉,13,4,0,0,0.863,240.68,8.0,28.4,0,9.98,4.48,1.63,0.9
黄瓜,13,4,0,0,0.938,253.34,7.0,29.2,0,5.73,6.94,6.32,8.44
土豆,14,4,0,0,0.991,137.12,3.4,22.5,0,5.13,3.53,13.56,7.8
芒果,14,4,0,0,0.679,282.38,19.5,27.2,0,2.13,0.53,0.99,0.84
苹果,14,4,0,0,0.955,257.82,12.0,27.5,0,2.94,3.97,2.68,3.32
草莓,14,4,0,0,0.637,292.93,52.0,25.2,0,0.69,0.55,0.18,0.64
葡萄,14,4,0,0,0.748,282.19,20.0,30.8,0,1.3,1.76,0.53,1.03
西瓜,14,4,0,0,0.95,217.88,5.1,27.1,0,10.96,5.57,2.5,25.99
西红柿,14,4,0,0,0.901,246.61,6.3,27.3,0,2.07,2.18,3.72,6.03
香蕉,14,4,0,0,0.833,239.78,10.4,27.8,1,4.35,1.85,3.69,1.04
黄瓜,14,4,0,0,0.926,244.9,4.9,28.2,0,5.73,3.76,4.75,5.7
土豆,15,4,0,0,0.99,129.32,4.0,28.9,0,12.09,10.26,10.2,28.21
芒果,15,4,0,0,0.634,281.54,15.0,25.3,0,0.53,1.46,0.66,1.78
苹果,15,4,0,0,0.949,254.5,8.4,25.2,0,2.72,2.59,2.81,2.82
草莓,15,4,0,0,0.58,292.29,24.0,24.5,0,0.18,0.29,0.41,1.31
葡萄,15,4,0,0,0.712,281.16,17.0,26.6,0,0.72,0.44,0.66,0.91
西瓜,15,4,0,0,0.942,191.89,4.2,29.0,0,20.76,14.12,11.71,38.72
西红柿,15,4,0,0,0.886,240.58,6.3,26.8,0,7.54,3.75,2.92,7.35
香蕉,15,4,0,0,0.805,238.74,9.2,26.9,0,0.9,0.98,3.3,3.17
黄瓜,15,4,0,0,0.912,239.2,4.9,32.0,0,8.44,3.48,2.89,13.83
土豆,16,4,0,0,0.989,101.11,4.0,23.8,0,7.8,21.97,20.27,14.55
芒果,16,4,0,0,0.578,279.76,9.0,28.2,1,0.84,0.83,0.53,1.33
苹果,16,4,0,0,0.941,251.68,15.6,27.3,0,3.32,12.33,12.06,8.04
草莓,16,4,0,0,0.519,290.98,24.0,25.1,0,0.64,1.1,1.0,0.52
葡萄,16,4,0,0,0.674,280.25,26.0,27.1,0,1.03,2.35,1.04,1.32
西瓜,16,4,0,0,0.934,153.17,6.0,27.3,0,25.99,13.63,10.69,11.88
西红柿,16,4,0,0,0.871,233.23,10.35,26.6,0,6.03,9.47,11.06,7.96
香蕉,16,4,0,0,0.781,235.57,6.8,24.7,1,1.04,10.12,7.59,9.62
黄瓜,16,4,0,0,0.9,225.37,7.0,27.2,0,5.7,11.66,9.5,13.23
土豆,17,4,0,0,0.987,86.56,5.2,25.1,0,28.21,32.03,23.4,37.11
芒果,17,4,0,0,0.526,278.43,9.0,27.1,1,1.78,4.41,1.09,4.22
苹果,17,4,0,0,0.935,243.64,13.8,24.3,0,2.82,12.93,10.08,4.76
草莓,17,4,0,0,0.47,290.46,24.0,23.3,1,1.31,1.12,0.47,1.04
葡萄,17,4,0,0,0.635,278.93,17.0,27.6,1,0.91,3.46,1.93,2.57
西瓜,17,4,0,0,0.928,141.29,7.8,24.2,0,38.72,11.99,34.21,30.77
西红柿,17,4,0,0,0.859,225.27,10.35,22.3,0,7.35,6.77,3.95,22.54
香蕉,17,4,0,0,0.76,225.95,8.0,23.3,0,3.17,4.61,7.37,7.38
黄瓜,17,4,0,0,0.89,212.14,8.05,23.6,0,13.83,9.13,22.61,15.36
土豆,18,4,0,0,0.986,49.45,4.0,21.0,0,14.55,51.47,28.02,43.07
芒果,18,4,0,0,0.486,274.21,9.0,24.1,0,1.33,4.86,7.0,4.16
苹果,18,4,0,0,0.929,238.88,10.2,23.9,1,8.04,13.5,5.62,17.91
草莓,18,4,0,0,0.418,289.42,24.0,23.6,0,0.52,1.37,0.78,1.03
葡萄,18,4,0,0,0.61,276.36,20.0,22.2,0,1.32,6.04,2.76,3.7
西瓜,18,4,0,0,0.923,110.52,5.1,20.5,0,11.88,21.69,8.66,20.28
西红柿,18,4,0,0,0.845,202.73,6.3,25.7,0,7.96,10.54,15.82,6.51
香蕉,18,4,0,0,0.734,218.57,8.0,26.0,0,9.62,6.3,18.77,8.8
黄瓜,18,4,0,0,0.88,196.78,7.0,23.6,1,13.23,26.76,6.81,13.26
土豆,19,4,0,0,0.985,6.38,4.0,20.5,1,37.11,39.32,27.02,6.38
芒果,19,4,0,0,0.466,270.05,9.0,18.7,0,4.22,4.66,4.83,2.48
苹果,19,4,0,0,0.922,220.97,8.4,26.0,0,4.76,18.37,15.31,15.23
草莓,19,4,0,0,0.365,288.39,24.0,23.8,0,1.04,0.81,0.81,0.54
葡萄,19,4,0,0,0.588,272.66,12.0,20.8,0,2.57,2.8,1.77,3.16
西瓜,19,4,0,0,0.918,90.24,6.0,19.3,0,30.77,2.62,31.43,6.94
西红柿,19,4,0,0,0.833,196.22,10.35,21.6,1,22.54,10.8,13.86,16.58
香蕉,19,4,0,0,0.719,209.77,8.0,20.0,0,7.38,3.53,6.92,11.49
黄瓜,19,4,0,0,0.871,183.52,8.05,21.5,0,15.36,23.23,16.74,17.31
土豆,20,4,0,0,0.985,0.0,2.4,14.4,1,43.07,18.81,47.1,0.0
芒果,20,4,0,0,0.456,267.57,9.0,15.9,0,4.16,2.58,4.23,0.53
苹果,20,4,0,0,0.918,205.74,7.2,18.7,0,17.91,16.18,15.03,2.57
草莓,20,4,0,0,0.35,287.85,24.0,17.6,0,1.03,0.59,0.18,0.18
葡萄,20,4,0,0,0.559,269.5,12.0,23.4,0,3.7,4.63,3.58,0.79
西瓜,20,4,0,0,0.914,83.3,3.6,16.5,0,20.28,2.86,7.73,11.68
西红柿,20,4,0,0,0.828,179.64,5.4,14.3,0,6.51,16.7,14.75,5.79
香蕉,20,4,0,0,0.71,198.28,4.8,16.6,0,8.8,12.4,11.74,3.71
黄瓜,20,4,0,0,0.866,166.21,4.2,15.9,1,13.26,17.44,16.53,7.64
土豆,21,4,0,0,0.984,0.0,2.4,13.1,0,6.38,0.0,12.02,0.0
芒果,21,4,0,0,0.418,267.04,9.0,23.5,1,2.48,0.53,1.07,0.0
苹果,21,4,0,0,0.913,203.17,7.2,19.7,1,15.23,5.15,5.47,0.0
草莓,21,4,0,0,0.338,287.67,24.0,17.0,0,0.54,0.18,0.18,0.0
葡萄,21,4,0,0,0.549,268.71,12.0,16.1,0,3.16,1.24,1.08,0.0
西瓜,21,4,0,0,0.909,71.62,3.6,20.6,0,6.94,2.4,11.71,0.0
西红柿,21,4,0,0,0.818,173.85,5.4,19.5,0,16.58,5.93,4.66,0.0
香蕉,21,4,0,0,0.701,194.57,4.8,17.1,0,11.49,3.97,1.41,0.0
黄瓜,21,4,0,0,0.858,158.57,4.2,18.4,0,17.31,7.44,7.62,0.21
土豆,22,4,0,0,0.983,0.0,2.4,12.9,0,0.0,0.0,0.0,0.0
芒果,22,4,0,0,0.413,267.04,9.0,13.7,0,0.53,0.0,0.0,0.03
苹果,22,4,0,0,0.91,203.17,7.2,12.7,0,2.57,0.0,0.0,0.0
草莓,22,4,0,0,0.327,287.67,24.0,16.8,0,0.18,0.0,0.0,0.0
葡萄,22,4,0,0,0.54,268.71,12.0,15.7,0,0.79,0.0,0.0,0.0
西瓜,22,4,0,0,0.905,71.62,3.6,16.9,0,11.68,0.0,0.0,0.0
西红柿,22,4,0,0,0.813,173.85,5.4,14.0,0,5.79,0.0,0.0,0.0
香蕉,22,4,0,0,0.696,194.57,4.8,14.4,0,3.71,0.0,0.16,0.0
黄瓜,22,4,0,0,0.854,158.36,4.2,12.6,0,7.64,0.0,0.0,0.0
土豆,23,4,0,0,0.983,0.0,2.4,10.7,0,0.0,0.0,0.0,0.0
芒果,23,4,0,0,0.408,267.01,9.0,14.8,0,0.0,0.0,0.0,0.0
苹果,23,4,0,0,0.907,203.17,7.2,12.8,0,0.0,0.0,0.0,0.0
草莓,23,4,0,0,0.321,287.67,24.0,13.0,1,0.0,0.0,0.0,0.0
葡萄,23,4,0,0,0.536,268.71,12.0,13.6,0,0.0,0.0,0.0,0.13
西瓜,23,4,0,0,0.901,71.62,3.6,16.2,0,0.0,0.0,0.0,0.0
西红柿,23,4,0,0,0.811,173.85,5.4,9.3,0,0.0,0.0,0.0,0.0
香蕉,23,4,0,0,0.693,194.57,4.8,13.4,1,0.0,0.0,0.0,0.0
黄瓜,23,4,0,0,0.85,158.36,4.2,13.3,0,0.21,0.0,0.16,0.0
土豆,0,5,1,0,0.982,0.0,4.0,8.9,0,0.0,0.0,0.0,0.0
芒果,0,5,1,0,0.403,267.01,9.0,14.0,0,0.03,0.0,0.0,0.1
苹果,0,5,1,0,0.904,203.17,12.0,13.3,0,0.0,0.0,0.06,0.0
草莓,0,5,1,0,0.315,287.67,24.0,11.0,0,0.0,0.0,0.0,0.0
葡萄,0,5,1,0,0.53,268.58,12.0,14.4,0,0.0,0.0,0.0,0.0
西瓜,0,5,1,0,0.9,71.62,6.0,11.9,0,0.0,0.0,0.0,0.0
西红柿,0,5,1,0,0.807,173.85,9.0,11.0,0,0.0,0.0,0.0,0.0
香蕉,0,5,1,0,0.69,194.57,9.2,12.6,0,0.0,0.18,0.0,0.0
黄瓜,0,5,1,0,0.848,158.36,7.0,7.5,0,0.0,0.0,0.0,0.0
土豆,1,5,1,0,0.982,0.0,4.0,10.6,0,0.0,0.0,0.0,0.0
芒果,1,5,1,0,0.398,266.91,9.0,11.4,0,0.0,0.0,0.0,0.0
苹果,1,5,1,0,0.902,203.17,15.6,10.0,0,0.0,0.0,0.0,0.0
草莓,1,5,1,0,0.309,287.67,24.0,14.1,0,0.0,0.0,0.0,0.0
葡萄,1,5,1,0,0.526,268.58,12.0,12.6,0,0.13,0.0,0.0,0.0
西瓜,1,5,1,0,0.897,71.62,6.9,12.4,0,0.0,0.0,0.0,0.04
西红柿,1,5,1,0,0.803,173.85,9.0,12.0,0,0.0,0.0,0.0,0.1
香蕉,1,5,1,0,0.687,194.57,6.8,13.1,1,0.0,0.0,0.0,0.0
黄瓜,1,5,1,0,0.844,158.36,8.05,13.1,0,0.0,0.0,0.0,0.0
土豆,2,5,1,0,0.981,0.0,4.6,9.9,0,0.0,0.0,0.0,0.0
芒果,2,5,1,0,0.393,266.91,9.0,13.4,0,0.1,0.0,0.0,0.0
苹果,2,5,1,0,0.9,203.17,12.0,10.1,0,0.0,0.0,0.0,0.0
草莓,2,5,1,0,0.303,287.67,24.0,15.3,0,0.0,0.0,0.0,0.0
葡萄,2,5,1,0,0.522,268.58,12.0,11.3,0,0.0,0.0,0.0,0.0
西瓜,2,5,1,0,0.895,71.58,7.8,11.9,1,0.0,0.0,0.0,0.0
西红柿,2,5,1,0,0.798,173.75,11.7,13.4,0,0.0,0.05,0.0,0.0
香蕉,2,5,1,0,0.684,194.57,8.0,10.3,0,0.0,0.03,0.0,0.0
黄瓜,2,5,1,0,0.839,158.36,5.95,13.2,0,0.0,0.0,0.0,0.0
土豆,3,5,1,0,0.981,0.0,2.8,11.7,0,0.0,0.0,0.0,0.0
芒果,3,5,1,0,0.388,266.91,9.0,10.7,0,0.0,0.0,0.0,0.0
苹果,3,5,1,0,0.897,203.17,15.6,12.2,0,0.0,0.0,0.0,0.0
草莓,3,5,1,0,0.297,287.67,24.0,10.3,0,0.0,0.16,0.0,0.0
葡萄,3,5,1,0,0.518,268.58,12.0,6.9,0,0.0,0.0,0.0,0.0
西瓜,3,5,1,0,0.894,71.58,5.1,10.1,0,0.04,0.0,0.0,0.0
西红柿,3,5,1,0,0.793,173.75,6.3,13.7,0,0.1,0.0,0.0,0.0
香蕉,3,5,1,0,0.681,194.57,8.0,8.1,0,0.0,0.0,0.0,0.0
黄瓜,3,5,1,0,0.835,158.36,5.95,12.4,1,0.0,0.0,0.0,0.0
土豆,4,5,1,0,0.98,0.0,5.2,9.9,0,0.0,0.0,0.0,0.0
芒果,4,5,1,0,0.383,266.91,9.0,11.9,0,0.0,0.0,0.0,0.0
苹果,4,5,1,0,0.896,203.17,10.2,9.1,0,0.0,0.0,0.0,0.0
草莓,4,5,1,0,0.282,287.67,24.0,17.4,0,0.0,0.0,0.0,0.0
葡萄,4,5,1,0,0.513,268.58,12.0,13.9,0,0.0,0.0,0.0,0.0
西瓜,4,5,1,0,0.892,71.58,6.0,12.4,0,0.0,0.0,0.0,0.0
西红柿,4,5,1,0,0.787,173.75,9.0,14.8,0,0.0,0.0,0.0,0.0
香蕉,4,5,1,0,0.678,194.57,9.2,13.0,0,0.0,0.0,0.01,0.0
黄瓜,4,5,1,0,0.831,158.36,7.0,11.9,0,0.0,0.0,0.0,0.0
土豆,5,5,1,0,0.979,0.0,4.0,14.1,1,0.0,0.0,0.0,14.71
芒果,5,5,1,0,0.378,266.91,9.0,11.9,0,0.0,0.0,0.0,1.19
苹果,5,5,1,0,0.893,203.17,12.0,12.6,0,0.0,0.0,0.0,4.08
草莓,5,5,1,0,0.276,287.67,24.0,13.4,0,0.0,0.0,0.0,1.79
葡萄,5,5,1,0,0.509,268.58,12.0,11.9,0,0.0,0.0,0.12,2.14
西瓜,5,5,1,0,0.889,71.58,6.0,14.3,0,0.0,0.08,0.0,2.19
西红柿,5,5,1,0,0.784,173.75,9.0,10.7,0,0.0,0.0,0.0,1.3
香蕉,5,5,1,0,0.675,194.57,10.4,13.1,0,0.0,0.0,0.0,8.65
黄瓜,5,5,1,0,0.826,158.36,5.95,15.5,0,0.0,0.0,0.0,6.95
土豆,6,5,1,0,1.0,285.29,4.0,13.4,0,0.0,6.27,11.75,51.41
芒果,6,5,1,0,1.0,298.81,19.5,17.6,0,0.0,1.09,3.21,13.75
苹果,6,5,1,0,1.0,295.92,12.0,16.4,0,0.0,3.55,6.62,3.4
草莓,6,5,1,0,1.0,298.21,28.0,14.3,0,0.0,0.9,1.38,2.81
葡萄,6,5,1,0,1.0,297.86,20.0,20.4,0,0.0,1.33,1.14,2.36
西瓜,6,5,1,0,1.0,297.81,6.0,16.6,0,0.0,1.8,2.21,3.63
西红柿,6,5,1,0,1.0,298.7,11.7,12.2,1,0.0,3.03,13.5,21.88
香蕉,6,5,1,0,1.0,291.35,6.8,14.6,0,0.0,4.17,3.54,22.93
黄瓜,6,5,1,0,1.0,293.05,7.0,14.3,0,0.0,2.44,6.69,9.17
土豆,7,5,1,0,0.999,233.88,3.4,17.5,0,14.71,34.57,28.47,34.19
芒果,7,5,1,0,0.995,285.06,12.75,13.2,0,1.19,2.61,15.96,9.2
苹果,7,5,1,0,0.996,292.52,12.0,15.1,1,4.08,11.23,12.78,10.01
草莓,7,5,1,0,0.994,295.4,40.0,14.9,0,1.79,1.43,2.6,0.78
葡萄,7,5,1,0,0.985,295.5,26.0,18.1,0,2.14,3.96,3.2,0.58
西瓜,7,5,1,0,0.997,294.18,6.9,14.4,0,2.19,5.47,1.8,5.74
西红柿,7,5,1,0,0.992,276.82,7.65,17.9,0,1.3,8.02,4.61,5.4
香蕉,7,5,1,0,0.994,268.42,6.8,15.3,0,8.65,10.56,23.92,4.81
黄瓜,7,5,1,0,0.994,283.88,9.1,16.7,0,6.95,5.83,6.8,12.41
土豆,8,5,1,0,0.998,199.69,4.0,19.3,0,51.41,25.78,29.12,27.88
芒果,8,5,1,0,0.97,275.86,15.0,19.9,0,13.75,3.92,9.25,1.47
苹果,8,5,1,0,0.992,282.51,12.0,17.6,0,3.4,4.78,3.86,8.32
草莓,8,5,1,0,0.977,294.62,34.0,17.9,1,2.81,1.05,2.06,3.22
葡萄,8,5,1,0,0.971,294.92,26.0,17.6,1,2.36,5.14,4.8,1.89
西瓜,8,5,1,0,0.993,288.44,6.0,17.1,0,3.63,3.05,28.39,16.42
西红柿,8,5,1,0,0.982,271.42,11.7,19.6,0,21.88,8.92,6.13,8.53
香蕉,8,5,1,0,0.983,263.61,10.4,18.0,0,22.93,15.55,18.18,14.46
黄瓜,8,5,1,0,0.987,271.47,8.05,18.3,0,9.17,8.96,10.28,18.4
土豆,9,5,1,0,0.997,171.81,4.0,19.9,0,34.19,26.43,9.42,8.92
芒果,9,5,1,0,0.944,274.39,15.0,20.4,1,9.2,0.91,3.82,0.53
苹果,9,5,1,0,0.986,274.19,12.0,22.9,0,10.01,4.31,7.41,3.97
草莓,9,5,1,0,0.932,291.4,28.0,22.4,0,0.78,0.9,2.25,1.82
葡萄,9,5,1,0,0.944,293.03,23.0,22.8,0,0.58,2.58,1.68,2.52
西瓜,9,5,1,0,0.988,272.02,6.0,20.0,0,5.74,8.76,18.82,3.23
西红柿,9,5,1,0,0.969,262.89,9.0,23.4,0,5.4,8.03,2.24,5.3
香蕉,9,5,1,0,0.959,249.15,5.6,24.8,0,4.81,2.84,0.97,2.86
黄瓜,9,5,1,0,0.979,253.07,4.9,19.4,0,12.41,6.83,10.04,5.71
土豆,10,5,1,0,0.996,162.89,4.6,26.2,0,27.88,15.11,5.6,29.18
芒果,10,5,1,0,0.908,273.86,19.5,22.9,1,1.47,2.3,1.25,4.12
苹果,10,5,1,0,0.98,270.22,12.0,23.1,0,8.32,1.04,6.77,7.98
草莓,10,5,1,0,0.884,289.58,28.0,23.0,0,3.22,1.03,1.09,1.63
葡萄,10,5,1,0,0.918,290.51,17.0,22.4,0,1.89,0.47,2.16,5.56
西瓜,10,5,1,0,0.982,268.79,7.8,22.6,0,16.42,5.76,9.86,22.45
西红柿,10,5,1,0,0.959,257.59,9.0,19.9,0,8.53,2.92,7.69,21.93
香蕉,10,5,1,0,0.942,246.29,9.2,20.8,0,14.46,3.09,5.67,12.26
黄瓜,10,5,1,0,0.968,247.36,7.0,26.2,0,18.4,3.02,6.31,6.53
土豆,11,5,1,0,0.995,133.71,4.0,26.2,0,8.92,23.19,40.33,38.41
芒果,11,5,1,0,0.875,269.74,15.0,22.1,0,0.53,3.25,4.99,1.13
苹果,11,5,1,0,0.974,262.24,12.0,25.4,0,3.97,6.62,6.23,5.89
草莓,11,5,1,0,0.813,287.95,28.0,26.8,0,1.82,0.65,1.0,2.17
葡萄,11,5,1,0,0.891,284.95,17.0,22.8,0,2.52,1.45,3.36,1.29
西瓜,11,5,1,0,0.975,246.34,6.0,26.0,0,3.23,13.58,5.19,39.22
西红柿,11,5,1,0,0.947,235.66,6.3,23.6,0,5.3,5.22,16.41,12.92
香蕉,11,5,1,0,0.921,234.03,6.8,23.4,0,2.86,8.78,13.89,2.17
黄瓜,11,5,1,0,0.958,240.83,7.0,24.0,1,5.71,8.12,10.9,4.36
土豆,12,5,1,0,0.993,95.3,3.4,24.1,0,29.18,14.31,16.41,37.52
芒果,12,5,1,0,0.829,268.61,15.0,25.6,1,4.12,0.88,4.4,2.85
苹果,12,5,1,0,0.967,256.35,13.8,25.0,0,7.98,4.99,8.08,7.68
